MAT_NO,PONO,SAMPLE_POS_CODE,THICK_ZN,TOP_YS_N,RP02_N,YP_JUDGE,BREAK_EL_N,AGT_EL_N,N_VALUE_90_N,N_VALUE_AVG_N,REC_REVISE_TIME,SLAB_NO,SM_PRODTIME,HR_COIL_NO,HR_PRODTIME,STD_VERSION,ORDER_THICK,PROD_THICK,ORDER_WIDTH,PROD_WIDTH,ORDER_LEN_MIN,PROD_LEN,ORDER_WT,SORT_GRADE_CODE_F,DELIVERY_DATE_IN,SAMPLE_SHAPE_CODE,ELM_C,ELM_SI,ELM_MN,ELM_P,ELM_S,ELM_AL,ELM_NB,ELM_TI,ELM_B,ELM_CU,ELM_NI,ELM_CR,ELM_MO,ELM_V,ELM_N,ELM_O,ELM_H,EXCESS_C,CC_NO,CAST_NO,TD_NO,DESIGN_DISCH_TEMP_AIM,DESIGN_DISCH_TEMP_MIN,DESIGN_DISCH_TEMP_MAX,DESIGN_FM_TEMP_AIM,DESIGN_FM_TEMP_MIN,DESIGN_FM_TEMP_MAX,DESIGN_CT_TEMP_AIM,DESIGN_CT_TEMP_MIN,DESIGN_CT_TEMP_MAX,HR_PLAN_NO,FUR_NO_HR,CHARGE_TEMP,DISCH_TEMP,IN_FURNACE_TIME,ROUGH_TEMP_AVE,ROUGH_TEMP_MAX,ROUGH_TEMP_MIN,FM_TEMP_AVE,FM_TEMP_MAX,FM_TEMP_MIN,CT_TEMP_AVE,CT_TEMP_MAX,CT_TEMP_MIN,SAMP_FM_TEMP_AVE,SAMP_FM_TEMP_MAX,SAMP_FM_TEMP_MIN,SAMP_FM_TEMP_RANGE,HR_THICK,SP_EXIT_MAT_NO,HR_START_POS,HR_END_POS,ELM_CA_ACT,ELM_SN_ACT,ELM_AS_ACT,ELM_SB_ACT,ELM_PB_ACT,ELM_C_SLAB,ELM_SI_SLAB,ELM_MN_SLAB,ELM_P_SLAB,ELM_S_SLAB,ELM_ALT_SLAB,ELM_NB_SLAB,ELM_TI_SLAB,ELM_V_SLAB,ELM_CU_SLAB,ELM_NI_SLAB,ELM_CR_SLAB,ELM_MO_SLAB,ELM_B_SLAB,ELM_N_SLAB,ELM_O_SLAB,ELM_H_SLAB,EXCESS_C_SLAB,ELM_CA_SLAB,ELM_SN_SLAB,ELM_AS_SLAB,ELM_SB_SLAB,ELM_PB_SLAB,CEQ_calculated,thickness_ratio,ct_temp_deviation,fm_temp_deviation,ELM_C^2,ELM_C ELM_MN,ELM_C ELM_SI,ELM_C FM_TEMP_AVE,ELM_C CT_TEMP_AVE,ELM_MN^2,ELM_MN ELM_SI,ELM_MN FM_TEMP_AVE,ELM_MN CT_TEMP_AVE,ELM_SI^2,ELM_SI FM_TEMP_AVE,ELM_SI CT_TEMP_AVE,FM_TEMP_AVE^2,FM_TEMP_AVE CT_TEMP_AVE,CT_TEMP_AVE^2
139796671100,15165198,0,2.914,367,0,367,41.0,18.2,0.0,0.0,20250401162904,1516519810100,20250219033928,139796671100,20250331160257,2017,2.5,2.5,1150,1150,0,0,100.0,1,20250331,1,0.0698,0.006,0.575,0.015,0.0053,0.0289,0.0011,0.0008,0.0,0.009,0.008,0.027,0.008,0.0003,0.0032,0.0011,0.0,0.06965,177554,12615,20,1200,1170,1230,850,820,880,550,520,580,397958,1,20,1210,178,1056,1065,1043,851.0,860,832,553.0,585,482,849.26,859.0,822.0,39.0,2.52,139796671100,-15.0,15.0,0.0002,0.001,0.003,0.0007,0.0007,0.0698,0.006,0.575,0.015,0.0053,0.0289,0.0011,0.0008,0.0003,0.009,0.008,0.027,0.008,0.0,0.0032,0.0011,0.0,0.06965,0.0002,0.001,0.003,0.0007,0.0007,0.16563333333333333,0.99999960000016,1.0054545436264464,1.0011764694103806,0.00487204,0.040135,0.0004188,59.3998,38.5994,0.33062499999999995,0.00345,489.325,317.97499999999997,3.6e-05,5.106,3.318,724201.0,470603.0,305809.0
139913270100,15248695,0,5.015,361,0,361,33.0,16.9,0.0,0.0,20250427085042,1524869545600,20250420181008,139913270100,20250425034425,2017,4.95,4.9,1500,1500,0,0,60.0,1,20250531,2,0.1585,0.006,0.364,0.0139,0.0079,0.0355,0.0003,0.0001,0.0,0.01,0.008,0.024,0.002,0.0002,0.0032,0.0,0.0,0.15846,437541,46870,8,1200,1160,1240,860,830,890,600,570,630,399124,1,20,1208,255,1047,1059,1027,863.0,879,854,602.0,623,588,866.414,876.0,839.0,37.0,4.92,139913270100,-15.0,15.0,0.0003,0.002,0.0023,0.0,0.001,0.1585,0.006,0.364,0.0139,0.0079,0.0355,0.0003,0.0001,0.0002,0.01,0.008,0.024,0.002,0.0,0.0032,0.0,0.0,0.15846,0.0003,0.002,0.0023,0.0,0.001,0.21916666666666668,0.9898987899194364,1.003333331661111,1.0034883709261764,0.025122250000000002,0.057694,0.000951,136.7855,95.417,0.132496,0.002184,314.132,219.128,3.6e-05,5.178,3.612,744769.0,519526.0,362404.0
139796670300,15166465,0,2.513,404,0,404,37.0,18.2,0.0,0.0,20250401162901,1516646510500,20250309044919,139796670300,20250331154148,2017,2.0,2.0,1250,1250,0,0,100.0,1,20250331,1,0.0947,0.041,1.285,0.0148,0.0016,0.0259,0.0015,0.0037,0.0002,0.012,0.015,0.034,0.012,0.0022,0.0035,0.0022,0.00018,0.0945,177978,12664,17,1200,1170,1230,850,820,880,550,520,580,397958,4,20,1208,176,1043,1057,1030,850.0,865,811,614.0,630,532,849.26,859.0,822.0,39.0,2.02,139796670300,-15.0,15.0,0.0006,0.001,0.004,0.0001,0.0021,0.0947,0.041,1.285,0.0148,0.0016,0.0259,0.0015,0.0037,0.0022,0.012,0.015,0.034,0.012,0.0002,0.0035,0.0022,0.00018,0.0945,0.0006,0.001,0.004,0.0001,0.0021,0.3088666666666666,0.99999950000025,1.1163636343338843,0.9999999988235294,0.008968090000000001,0.1216895,0.0038827,80.495,58.1458,1.6512249999999997,0.052684999999999996,1092.25,788.9899999999999,0.0016810000000000002,34.85,25.174,722500.0,521900.0,376996.0
139819574300,15243768,0,3.01,370,0,370,43.0,17.2,0.0,0.0,20250408012333,1524376845100,20250219201143,139819574300,20250405030957,2017,3.0,3.0,1250,1250,0,0,240.0,1,20250430,1,0.0746,0.01,0.595,0.0148,0.0026,0.1059,0.0008,0.0004,0.0,0.009,0.005,0.013,0.0,0.0001,0.0049,0.0008,0.00018,0.07449,436279,46715,10,1190,1150,1230,850,820,880,600,570,630,398187,1,20,1217,236,1074,1083,1059,849.0,857,833,599.0,626,582,832.733,846.0,817.0,29.0,3.03,139819574300,-15.0,15.0,0.0003,0.002,0.0024,0.0,0.0001,0.0746,0.01,0.595,0.0148,0.0026,0.1059,0.0008,0.0004,0.0001,0.009,0.005,0.013,0.0,0.0,0.0049,0.0008,0.00018,0.07449,0.0003,0.002,0.0024,0.0,0.0001,0.17376666666666668,0.9999996666667778,0.9983333316694445,0.9988235282366782,0.0055651599999999996,0.044386999999999996,0.000746,63.3354,44.6854,0.354025,0.0059499999999999996,505.155,356.405,0.0001,8.49,5.99,720801.0,508551.0,358801.0
139796773400,15166462,0,2.897,390,0,390,42.0,17.9,0.0,0.0,20250401162907,1516646210100,20250309014835,139796773400,20250331152041,2017,2.5,2.5,1300,1300,0,0,100.0,1,20250331,1,0.1041,0.039,1.258,0.0126,0.0016,0.0243,0.0014,0.0035,0.0004,0.012,0.014,0.028,0.01,0.0019,0.0032,0.0022,0.00013,0.10391,177975,12664,17,1200,1170,1230,850,820,880,550,520,580,397958,3,20,1201,179,1029,1059,1008,862.0,878,847,614.0,642,593,849.26,859.0,822.0,39.0,2.52,139796773400,-15.0,15.0,0.0007,0.002,0.0047,0.0001,0.0022,0.1041,0.039,1.258,0.0126,0.0016,0.0243,0.0014,0.0035,0.0019,0.012,0.014,0.028,0.01,0.0004,0.0032,0.0022,0.00013,0.10391,0.0007,0.002,0.0047,0.0001,0.0022,0.31376666666666664,0.99999960000016,1.1163636343338843,1.014117645865744,0.010836809999999999,0.13095779999999999,0.0040599,89.7342,63.9174,1.582564,0.049062,1084.396,772.412,0.001521,33.618,23.946,743044.0,529268.0,376996.0
139815570200,15165154,0,4.634,345,0,345,29.0,17.8,0.0,0.0,20250405120602,1516515415100,20250218174747,139815570200,20250404040403,2017,4.5,4.5,1250,1250,0,0,96.0,1,20250430,2,0.0773,0.008,0.567,0.0168,0.0073,0.034,0.0003,0.0013,0.0,0.007,0.006,0.02,0.009,0.0003,0.0024,0.002,0.0,0.07726,177543,12615,16,1190,1150,1230,850,820,880,600,570,630,398141,4,208,1213,186,1080,1090,1065,853.0,871,820,593.0,607,556,837.79,847.0,803.0,44.0,4.53,139815570200,-15.0,15.0,0.0003,0.001,0.003,0.0009,0.0008,0.0773,0.008,0.567,0.0168,0.0073,0.034,0.0003,0.0013,0.0003,0.007,0.006,0.02,0.009,0.0,0.0024,0.002,0.0,0.07726,0.0003,0.001,0.003,0.0009,0.0008,0.17179999999999998,0.9999997777778271,0.9883333316861111,1.003529410584083,0.005975289999999999,0.043829099999999996,0.0006184,65.9369,45.838899999999995,0.32148899999999997,0.004536,483.65099999999995,336.231,6.4e-05,6.824,4.744,727609.0,505829.0,351649.0
139796671200,15162951,0,2.634,418,0,418,37.0,16.0,0.0,0.0,20250401225304,1516295115100,20250117154636,139796671200,20250331160426,2017,2.5,2.5,1150,1150,0,0,100.0,1,20250331,1,0.0698,0.008,1.284,0.0145,0.0047,0.0348,0.0025,0.0015,0.0001,0.009,0.006,0.03,0.003,0.0016,0.0032,0.0,0.0,0.06947,176762,12533,18,1200,1170,1230,850,820,880,550,520,580,397958,4,20,1205,177,1077,1092,1049,860.0,882,850,646.0,660,514,849.26,859.0,822.0,39.0,2.52,139796671200,-15.0,15.0,0.0002,0.001,0.004,0.0001,0.0016,0.0698,0.008,1.284,0.0145,0.0047,0.0348,0.0025,0.0015,0.0016,0.009,0.006,0.03,0.003,0.0001,0.0032,0.0,0.0,0.06947,0.0002,0.001,0.004,0.0001,0.0016,0.2838,0.99999960000016,1.1745454524099173,1.0117647046920415,0.00487204,0.0896232,0.0005584,60.028,45.0908,1.6486560000000001,0.010272,1104.24,829.464,6.4e-05,6.88,5.168,739600.0,555560.0,417316.0
15121589501,15246757,9,0.0,0,349,349,29.6,14.4,0.0,0.0,20250429143436,1524675740700,20250327105015,139865571400,20250415101329,2007,4.99,4.99,1250,1250,0,0,150.0,3,20250430,2,0.0773,0.04,1.32,0.0125,0.0078,0.0311,0.0003,0.0008,0.0001,0.011,0.005,0.014,0.002,0.0002,0.0045,0.0,0.0,0.07726,437045,46798,9,1170,1140,1200,850,820,880,560,530,590,398655,1,20,1201,238,1042,1050,1028,837.0,850,820,554.0,583,531,831.384,838.0,801.0,37.0,5.06,15121589502,-15.3393682,15.339368197,0.0001,0.004,0.0025,0.0,0.0004,0.0773,0.04,1.32,0.0125,0.0078,0.0311,0.0003,0.0008,0.0002,0.011,0.005,0.014,0.002,0.0001,0.0045,0.0,0.0,0.07726,0.0001,0.004,0.0025,0.0,0.0004,0.2973,0.9999997995992386,0.9892857125191327,0.9847058811944637,0.005975289999999999,0.102036,0.0030919999999999997,64.70009999999999,42.8242,1.7424000000000002,0.05280000000000001,1104.8400000000001,731.2800000000001,0.0016,33.480000000000004,22.16,700569.0,463698.0,306916.0
1125901543,15165154,0,5.89,278,0,278,42.0,19.7,0.0,0.0,20250414150439,1516515410500,20250218182232,112304701300,20250309131337,2017,6.0,5.95,1500,1500,8,8000,90.03,1,20250331,2,0.0773,0.008,0.567,0.0168,0.0073,0.034,0.0003,0.0013,0.0,0.007,0.006,0.02,0.009,0.0003,0.0024,0.002,0.0,0.07726,177543,12615,16,1190,1150,1230,850,820,880,580,550,610,123047,2,50,1211,227,993,1009,961,847.0,865,707,581.0,594,564,850.281,857.0,843.0,14.0,5.97,1125901543,0.981824403,31.584513797,0.0003,0.001,0.003,0.0009,0.0008,0.0773,0.008,0.567,0.0168,0.0073,0.034,0.0003,0.0013,0.0003,0.007,0.006,0.02,0.009,0.0,0.0024,0.002,0.0,0.07726,0.0003,0.001,0.003,0.0009,0.0008,0.17179999999999998,0.9916665013889164,1.001724136203924,0.9964705870629758,0.005975289999999999,0.043829099999999996,0.0006184,65.47309999999999,44.9113,0.32148899999999997,0.004536,480.24899999999997,329.42699999999996,6.4e-05,6.776,4.648,717409.0,492107.0,337561.0
15121589601,15246757,9,0.0,0,342,342,31.2,16.3,0.0,0.0,20250429143437,1524675740100,20250327094534,139865571500,20250415101514,2007,4.99,4.99,1250,1250,0,0,150.0,3,20250430,2,0.0773,0.04,1.32,0.0125,0.0078,0.0311,0.0003,0.0008,0.0001,0.011,0.005,0.014,0.002,0.0002,0.0045,0.0,0.0,0.07726,437045,46798,9,1170,1140,1200,850,820,880,560,530,590,398655,4,20,1202,237,1064,1074,1048,842.0,855,823,559.0,594,532,827.666,837.0,785.0,52.0,5.06,15121589602,-15.3571458,15.357145798,0.0001,0.004,0.0025,0.0,0.0004,0.0773,0.04,1.32,0.0125,0.0078,0.0311,0.0003,0.0008,0.0002,0.011,0.005,0.014,0.002,0.0001,0.0045,0.0,0.0,0.07726,0.0001,0.004,0.0025,0.0,0.0004,0.2973,0.9999997995992386,0.9982142839317603,0.9905882341287198,0.005975289999999999,0.102036,0.0030919999999999997,65.08659999999999,43.210699999999996,1.7424000000000002,0.05280000000000001,1111.44,737.88,0.0016,33.68,22.36,708964.0,470678.0,312481.0
139819574200,15246757,0,3.103,408,0,408,40.0,17.1,0.0,0.0,20250406154758,1524675740200,20250327095303,139819574200,20250405032438,2017,3.0,3.0,1250,1250,0,0,240.0,1,20250430,1,0.0773,0.04,1.32,0.0125,0.0078,0.0311,0.0003,0.0008,0.0001,0.011,0.005,0.014,0.002,0.0002,0.0045,0.0,0.0,0.07726,437045,46798,9,1190,1150,1230,850,820,880,600,570,630,398187,1,20,1218,225,1078,1085,1064,825.0,847,809,604.0,618,545,805.923,819.0,785.0,34.0,3.03,139819574200,-15.0,15.0,0.0001,0.004,0.0025,0.0,0.0004,0.0773,0.04,1.32,0.0125,0.0078,0.0311,0.0003,0.0008,0.0002,0.011,0.005,0.014,0.002,0.0001,0.0045,0.0,0.0,0.07726,0.0001,0.004,0.0025,0.0,0.0004,0.2973,0.9999996666667778,1.006666664988889,0.9705882341522492,0.005975289999999999,0.102036,0.0030919999999999997,63.772499999999994,46.6892,1.7424000000000002,0.05280000000000001,1089.0,797.2800000000001,0.0016,33.0,24.16,680625.0,498300.0,364816.0
